"site_no" "feature_id" "nws_id" "action_stage" "minor_stage" "moderate_stage" "major_stage" "record_stage" "action_flow" "minor_flow" "moderate_flow" "major_flow" "record_flow" "lat" "lon" "location"
"2856" "12431000" 23026720 "LSDW1" 5.5 6.5 7.5 8.5 8.27 "1606.3" "2382.8" "3300" "4459.6451124566" 4110 47.7899436950684 -117.400375366211 "LITTLE SPOKANE RIVER AT DARTFORD WA"
"2857" "12442500" 24120686 "NITW1" 13 14 15 16 18.78 "21500" "25500" "30000" "34800" 50441.136140565 48.9710464477539 -119.639106750488 "SIMILKAMEEN RIVER NEAR NIGHTHAWK WA"
"2858" "13346800" 23460013 "PACI1" 8 9.2 10 NA 11.26 "138" "285.5" "470.1" NA 970 46.7323226928711 -117.021102905273 "PARADISE CR AT UNIVERSITY OF IDAHO AT MOSCOW ID"
"2859" "12449950" 24382701 "PATW1" 9 10 11 12 12.25 "14400" "18472.9" "22500" "27410.9" 28800 48.0766830444336 -119.982475280762 "METHOW RIVER NEAR PATEROS WA"
"2860" "12459000" 23080584 "PESW1" 12 13 14 15 17.89 "21100" "24200" "27400" "30700" 41300 47.5878944396973 -120.62215423584 "WENATCHEE RIVER AT PESHASTIN WA"
"2861" "13345000" 23460123 "PLOI1" 14 15 16 17 22.15 "3890" "4730" "5650" "6650" 14600 46.9172821044922 -116.954437255859 "PALOUSE RIVER NR POTLATCH ID"
"2862" "12472800" 947020558 "PRDW1" 31 32 33 34 NA "381000" "404000" "428000" "453000" 692600 46.6409072875977 -119.662223815918 "COLUMBIA RIVER BELOW PRIEST RAPIDS DAM WA"
"2863" "13348000" 23459939 "PULW1" 5.5 7 8 9 11.8 "1340" "2490" "3690" "5491.31445676995" 7500 46.7279739379883 -117.173652648926 "SOUTH FORK PALOUSE RIVER AT PULLMAN WA"
"2864" "13342500" 23605912 "SPDI1" 17 18 19 19.4 27.77 "101000" "112000" "124000" "129000" 265637.348782082 46.4487152099609 -116.828788757324 "CLEARWATER RIVER AT SPALDING ID"
"2865" "12422500" 947010232 "SPOW1" 26 27 29 30 29.75 "27100" "32500" "44600" "59816.0145829616" 47800 47.6621246337891 -117.424499511719 "SPOKANE RIVER AT SPOKANE WA"
"2866" "12451000" 23073999 "STHW1" 22 24 NA NA 31.12 "4720" "8620" NA NA 26000 48.3301696777344 -120.692512512207 "STEHEKIN RIVER AT STEHEKIN WA"
"2867" "12445000" 23064963 "TONW1" 14 15 17 18 22.54 "14600" "16800" "22300" "25800" 44700 48.6328430175781 -119.460083007812 "OKANOGAN RIVER NEAR TONASKET WA"
"2868" "07314500" 13660637 "ALWT2" 20 22 24 26 27.03 "948" "1210" "1700" "8750" 20100 33.6620559692383 -98.6146087646484 "LITTLE WICHITA RV NR ARCHER CITY TX"
"2869" "07328100" 19958172 "ALXO2" 24 28 29 31 33.78 "29974.2" "42648.9" "45349.2" "48824.28" 23400 34.9230308532715 -97.7632904052734 "WASHITA RIVER AT ALEX OK"
"2870" "07326500" 683473 "ANDO2" 17 19 21 23 26.02 "4946" "6662.9" "8974.9" "12134.1" 27100 35.0869369506836 -98.2487182617188 "WASHITA RIVER AT ANADARKO OK"
"2871" "07148400" 21028210 "AVAO2" 10 14.5 16.5 18 15.24 "2520" "9462" "23785.4216330115" "38830.9951707689" 12800 36.8158950805664 -98.6402587890625 "SALT FORK ARKANSAS RIVER NR ALVA OK"
"2872" "07311800" 13520741 "BENT2" 11 12 14 16 17.07 "1041" "1340" "2040" "5339.9" 14900 33.6501159667969 -99.7974624633789 "S WICHITA RV NR BENJAMIN TX"
"2873" "07157950" 21046034 "BFFO2" 8 9 10 12 9.04 "3310" "6880" "15600" "103346.826540479" 12100 36.8528442382812 -99.3143692016602 "CIMARRON RIVER NEAR BUFFALO OK"
"2874" "07308500" 13971012 "BKBT2" 7 9 12 14 16.9 "5882.8" "22041.6" "52593.4" "109758.4" 166000 34.1004180908203 -98.5267181396484 "RED RV NR BURKBURNETT TX"
"2875" "07152000" 20988263 "BLKO2" 26 29 30 32 35.36 "15600" "21200" "24011" "32077.5" 66500 36.7882041931152 -97.2662658691406 "CHIKASKIA RIVER NEAR BLACKWELL OK"
"2876" "07332500" 700694 "BLUO2" 26 28 31 43 50.83 "5892.9" "6685.2" "8361" "33615.9" 65200 33.987606048584 -96.2411117553711 "BLUE RIVER NEAR BLUE OK"
"2877" "07228500" 6024782 "BRIO2" 12 14 16 17 21.03 "1710" "6200" "13800" "19000" 55700 35.5416564941406 -98.3243560791016 "CANADIAN RIVER AT BRIDGEPORT OK"
"2878" "07325500" 683457 "CAGO2" 23 25 27 29 31.7 "9920" "12100" "14700" "17500" 40600 35.1435890197754 -98.5666122436523 "WASHITA RIVER AT CARNEGIE OK"
"2879" "07334800" 6068804 "CANO2" 22 26 29 32 NA "3346.2" "4950" "7010" "19916" NA 34.2533988952637 -96.2101821899414 "CLEAR BOGGY CREEK ABV CANEY CREEK NR CANEY OK"
"2880" "07301500" 13756121 "CARO2" 14 16 17 18 20.08 "3616.4" "6630" "8904.5" "12764.2" 34800 35.1590614318848 -99.5243835449219 "NORTH FORK RED RIVER NEAR CARTER OK"
"2881" "07312700" 13732288 "CHWT2" NA NA NA NA 28.5 NA NA NA NA 11100 34.0561218261719 -98.2953109741211 "WICHITA RV NR CHARLIE TX"
"2882" "07316500" 3141592 "CHYO2" 12 13.5 15 17 20.24 "629" "1300" "3160" "8110" 69800 35.6263198852539 -99.6701049804688 "WASHITA RIVER NEAR CHEYENNE OK"
"2883" "07325000" 679877 "CLIO2" 16 18 20 24 33.9 "1690.9" "2100.7" "2632.2" "5696.5" 117861.482653099 35.5393371582031 -98.9798736572266 "WASHITA RIVER NEAR CLINTON OK"
"2884" "07239450" 391180 "CLMO2" NA 12 14 16 NA NA NA "3550" "5110" NA 35.621410369873 -98.0760345458984 "NORTH CANADIAN RIVER NEAR CALUMET OK"
"2885" "07231500" 6030344 "CLVO2" 18 20 23 25 26 "58244.5" "79658.01" "169769.781447908" "269720.9547453" 128000 34.9742813110352 -96.248893737793 "CANADIAN RIVER AT CALVIN OK"
"2886" "07315700" 3132401 "CORO2" 18 20 25 30 34.46 "1230" "1620" "3260" "17400" 64300 34.0031585693359 -97.5651016235352 "MUD CREEK NEAR COURTNEY OK"
"2887" "07303400" 13746044 "CRLO2" 13 14 16 18 23.8 "5300" "7010" "12100" "19100" 62300 35.0114860534668 -99.9026412963867 "ELM FORK OF NORTH FORK RED RIVER NR CARL OK"
"2888" "07159100" 255558 "DOVO2" 15 17 20 22 26.1 "4740" "9990" "26900" "49800" 123000 35.9583320617676 -97.9190979003906 "CIMARRON RIVER NEAR DOVER OK"
"2889" "07331000" 430522 "DURO2" 24 27 29 31 48.7 "12509" "15464.1" "17780.8" "20532.8" 126000 34.233699798584 -96.9813461303711 "WASHITA RIVER NEAR DICKSON OK"
"2890" "07329780" 19959914 "DVSO2" NA 2.3 NA NA NA NA NA NA NA NA 34.4378280639648 -97.134407043457 "HONEY CREEK BELOW TURNER FALLS NEAR DAVIS OK"
"2891" "07325800" 683399 "EAKO2" 8 10 12 14 24.38 "285" "620" "1020" "1480" 10000 35.2809066772461 -98.5814895629883 "COBB CREEK NEAR EAKLY OK"
"2892" "07239500" 391658 "ELNO2" 13 17 19 21 23.33 "4282" "7746.5" "9696.3" "12806" 23800 35.5614967346191 -97.962043762207 "NORTH CANADIAN RIVER NEAR EL RENO OK"
"2893" "07312200" 13730379 "ELTT2" 22 24 26 28 34.94 "1245.3" "1686.9" "2224" "3098.3" 11600 33.9023895263672 -98.8867340087891 "BEAVER CK NR ELECTRA TX"
"2894" "07160350" 250456 "ESCO2" 10 11 13 15 25 "3400" "4020" "5410" "7740" 81000 36.3609352111816 -97.8024215698242 "SKELETON CREEK AT ENID OK"
"2895" "07301110" 13534209 "ESFO2" 13 14 16 18 24.15 "3240" "4380" "7460" "13100" 57200 34.4651374816895 -99.3764038085938 "SALT FORK RED RIVER NEAR ELMER OK"
"2896" "07311230" 575712 "FAXO2" NA NA NA NA 32.38 NA NA NA NA NA 34.453010559082 -98.5664443969727 "WEST CACHE CREEK AT FAXON OK"
"2897" "07324400" 678895 "FBFO2" 17 18 20 22 23.4 "1420" "1660" "2410" "5470" 9335.33287710514 35.5387802124023 -99.1710815429688 "WASHITA RIVER NEAR FOSS OK"
"2898" "07326000" 682561 "FCCO2" 13 15 17 19 23.01 "876.6" "1129.8" "1431.3" "1706.2" 2300 35.1514205932617 -98.445068359375 "COBB CREEK NEAR FORT COBB OK"
"2899" "07334000" 707416 "FRSO2" 40 43 44 45 51.94 "16357.3" "20741.5" "22833.2" "25191.9" 61900 34.2657203674316 -95.9170608520508 "MUDDY BOGGY CREEK NEAR FARRIS OK"
"2900" "07316000" 425086 "GSVT2" 22 25 28 34 42.05 "22266.8" "29856.2" "40738.2" "80795.3" 204000 33.7231292724609 -97.1513671875 "RED RIVER NEAR GAINESVILLE TX"
"2901" "07160000" 255270 "GTRO2" 16 18 22 25 25.71 "23435.3" "32955.9" "62086.8" "93917.3" 116000 35.9181976318359 -97.4273376464844 "CIMARRON RIVER NEAR GUTHRIE OK"
"2902" "07305000" 560595 "HEAO2" 12 14 16 19 19.07 "2829.7" "5350" "9044.6" "22601.3" 59000 34.6142082214355 -99.0910110473633 "NORTH FORK RED RIVER NEAR HEADRICK OK"
"2903" "07324200" 3142490 "HMMO2" 21 22 24 26 23.44 "2080" "2510" "6000" "13954.3894260693" 6000 35.6628684997559 -99.3141555786133 "WASHITA RIVER NEAR HAMMON OK"
"2904" "07241550" 414203 "HRHO2" 11 14 16 18 21.9 "4436.9" "8615.5" "11898.4" "15587.3" 25500 35.5004692077637 -97.1940994262695 "NORTH CANADIAN RIVER NEAR HARRAH OK"
"2905" "07314900" 13660341 "HTAT2" 16 17 22 25 24.96 "915" "1100" "2245" "14999.8" 14200 33.8264694213867 -98.2440490722656 "LITTLE WICHITA RV ABV HENRIETTA TX"
"2906" "07160500" 251482 "LVLO2" 29 35 38 41 45.47 "7480" "10600" "12400" "15500" 30300 36.0619316101074 -97.5885162353516 "SKELETON CREEK NEAR LOVELL OK"
"2907" "07312100" 13732942 "MBLT2" NA NA NA NA 10.47 NA NA NA NA 4290 33.7670707702637 -99.1321792602539 "WICHITA RV NR MABELLE TX"
"2908" "07300500" 13533405 "MGMO2" 8 9 11 13 14.7 "1726" "2892" "6480" "17727.5" 60000 34.8624382019043 -99.5237808227539 "SALT FORK RED RIVER AT MANGUM OK"
"2909" "07327550" 687397 "NKHO2" 15 20 22 24 25.2 "2253.4" "4217.9" "4963" "5702.5" 6120 34.9641876220703 -97.8981323242188 "LITTLE WASHITA RIVER EAST OF NINNEKAH OK"
"2910" "07229050" 6026308 "NRCO2" 93 94 96 99 99.98 "8070" "10200" "15100" "25600" 49700 35.1959533691406 -97.4864654541016 "CANADIAN RIVER AT NORMAN OK"
"2911" "07241520" 414275 "OKBO2" 16 17 21 26 24.8 "6990.3" "8444.9" "16561.5" "52937.1" 38100 35.5732727050781 -97.3612976074219 "NORTH CANADIAN RIVER AT BRITTON RD AT OKC OK"
"2912" "07241000" 393414 "OLBO2" 20 24 27 29 40.9 "7154.5" "11746.8" "16290" "20125.3" 135000 35.4696922302246 -97.6718063354492 "NORTH CANADIAN RIVER BLW LK OVERHOLSER NR OKC OK"
"2913" "07328500" 19958192 "PLVO2" 27 29 31 32 34.88 "26121.7" "30246.5" "34607.3" "36743.3" 30000 34.7572326660156 -97.2555465698242 "WASHITA RIVER NEAR PAULS VALLEY OK"
"2914" "07229200" 6026378 "PRCO2" 11 12 13 14 NA "14400" "21300" "32500" "47800" NA 35.0131645202637 -97.3510131835938 "CANADIAN RIVER AT PURCELL OK"
"2915" "07299670" 13741403 "QGCT2" 13 14 18 22 25 "780" "1030" "3879.9" "10419.9" 18799.8 34.3606719970703 -99.7504119873047 "GROESBECK CK AT SH 6 NR QUANAH TX"
"2916" "07161450" 496568 "RIPO2" 16 17 20 22 28.36 "16500" "21200" "40200" "57300" 141000 35.9824676513672 -96.9145126342773 "CIMARRON RIVER NEAR RIPLEY OK"
"2917" "07311500" 576014 "RNDO2" 17 20 23 26 29.58 "2176.1" "2937.9" "4987.8" "16429.7" 52900 34.2260437011719 -98.437385559082 "DEEP RED CREEK NEAR RANDLETT OK"
"2918" "07231000" 484578 "SASO2" 24 26 28 30 33.48 "12800" "14900" "17200" "19700" 44600 34.9653129577637 -96.5122375488281 "LITTLE RIVER NEAR SASAKWA OK"
"2919" "07238000" 390116 "SEIO2" 9 11 13 14 16.4 "730" "1410" "3070" "4870" 15100 36.1820678710938 -98.9157562255859 "NORTH CANADIAN RIVER NEAR SEILING OK"
"2920" "07311900" 13733388 "SEYT2" 12 13 15 17 17.75 "2613" "3445" "5664.9" "10039.9" 23100 33.6939353942871 -99.4010238647461 "WICHITA RV NR SEYMOUR TX"
"2921" "07241800" 417955 "SNCO2" 21 24 27 30 24.06 "11800" "38080.2055157223" "89720.2181216047" "193119.686887801" 38778.352477664 35.3449478149414 -96.8685684204102 "NORTH CANADIAN RIVER AT SHAWNEE OK"
"2922" "07329852" 19960370 "SRCO2" 19 23 25 27 23.49 "9600" "16100" "23811.9832824424" "41565.9254241977" 17000 34.4986267089844 -96.9862365722656 "ROCK CREEK AT SULPHUR OK"
"2923" "07159750" 254068 "SWDO2" 28 25 35 40 39.47 "9092.2" "10900" "17108.2" "48191.1" 43500 35.8081893920898 -97.484001159668 "COTTONWOOD CREEK NEAR SEWARD OK"
"2924" "07307010" 562391 "SYDO2" 10 11 13 15 NA "211" "363" "1320" "6000" NA 34.6433753967285 -98.9989013671875 "OTTER CREEK NEAR SNYDER OK"
"2925" "03042280" 4752350 "HMRP1" 6.6 8 NA NA NA "2856" "4760" NA NA NA 40.5897598266602 -79.0899200439453 "YELLOW CREEK NEAR HOMER CITY PA"
"2926" "08082500" 5539988 "SYMT2" 10 12 15 20 23 "8140" "11400" "17000" "62000" 71200 33.5747451782227 -99.2671356201172 "BRAZOS RV AT SEYMOUR TX"
"2927" "07230500" 482410 "TCMO2" 9 11 15 17 20.65 "1320" "2057.8" "3643" "4820.7" 26500 35.1787071228027 -96.9240264892578 "LITTLE RIVER NEAR TECUMSEH OK"
"2928" "07307028" 561081 "TIPO2" 13 14 16 18 19.18 "4932.8" "6315.9" "12718.6" "41799.2" 79086.9088192436 34.5069465637207 -99.2080230712891 "NORTH FORK RED RIVER NEAR TIPTON OK"
"2929" "07151000" 21002333 "TONO2" 14 17 20 25 28.98 "7325.7" "10339.4" "14565.2" "37660.8" 97300 36.6531677246094 -97.3056793212891 "SALT FORK ARKANSAS RIVER AT TONKAWA OK"
"2930" "07315500" 3134443 "TRLO2" 20 22 25 28 33.6 "24762.5" "36174.4" "122852" "194588.4" 210000 33.8738975524902 -97.9271011352539 "RED RV NR TERRAL OK"
"2931" "07311700" 13526822 "TRST2" 13 14 17 20 21.96 "947" "1200" "3400" "11600" 28900 33.8242416381836 -99.7946701049805 "N WICHITA RV NR TRUSCOTT TX"
"2932" "07228940" 6026262 "TUCO2" 11 12 14 16 17.22 "7670" "9440" "19100" "46600" 73500 35.3271598815918 -97.7215576171875 "CANADIAN RIVER NEAR MUSTANG OK"
"2933" "07308200" 14003839 "VERT2" 13 15 17 19 20.15 "6972.6" "12269.4" "20381.2" "35403.2" 40500 34.1583023071289 -99.2587585449219 "PEASE RV NR VERNON TX"
"2934" "03066000" 3775599 "BWRW2" 16.5 20 NA NA NA "10320" "17200" NA NA NA 39.1258850097656 -79.4698257446289 "BLACKWATER RIVER AT DAVIS WV"
"2935" "07158000" 21047070 "WANO2" 8 8 10 12 15.1 "2637.9" "2637.9" "11235.1" "29111.8" 94500 36.5251121520996 -98.921257019043 "CIMARRON RIVER NEAR WAYNOKA OK"
"2936" "07239300" 390946 "WATO2" 13 15 17 18 19.7 "1250" "2100" "3760" "4940" 7220 35.8023071289062 -98.402946472168 "NORTH CANADIAN RIVER BLW WEAVERS CK NR WATONGA OK"
"2937" "07237500" 388800 "WDGO2" 8 9 11 12 10.72 "878" "1310" "3200" "4910" 3090 36.4452590942383 -99.287353515625 "NORTH CANADIAN RIVER AT WOODWARD OK"
"2938" "07242000" 418429 "WETO2" 22 24 29 35 31.4 "30569" "38669.8" "82208.9291420083" "198867.327495208" 66000 35.2646217346191 -96.2098846435547 "NORTH CANADIAN RIVER NEAR WETUMKA OK"
"2939" "07312500" 13734150 "WICT2" 16 18 20 22 24.4 "4220.8" "5223" "6298.7" "7690.6" 10100 33.9199409484863 -98.5124282836914 "WICHITA RV AT WICHITA FALLS TX"
"2940" "07311000" 674726 "WLTO2" 15 21 22 26 30.66 "1877" "3389.3" "3660" "4850.4" 50900 34.354793548584 -98.2766265869141 "EAST CACHE CREEK NEAR WALTERS OK"
"2941" "07242380" 532681 "WRWO2" 19 21 23 25 27.05 "6830" "8800" "11800" "18700" 28700 35.6828422546387 -97.0105743408203 "DEEP FORK AT WARWICK OK"
"2942" "07239700" 391680 "YUKO2" 11 14 16 17 19.2 "3508.6" "6400.4" "15209.5" "26214.3" 65035.4 35.5394134521484 -97.7425842285156 "NORTH CANADIAN RIVER NEAR YUKON OK"
"2943" "03320000" 11617363 "CALK2" 18 23 26 32 42.4 "26200" "41500" "51600" "90400" 273870.996788958 37.5349044799805 -87.2589569091797 "GREEN RIVER AT LOCK 2 AT CALHOUN KY"
"2944" "07068000" 7523285 "DNZM7" 10 13 18 22 26.8 "20700" "30000" "54400" "79700" 117000 36.6264419555664 -90.8505249023438 "CURRENT RIVER AT DONIPHAN MO"
"2945" "03437495" 11879852 "HLBK2" 16 18 19 20 NA "1480" "2150" "2750" "3550" NA 36.8464431762695 -87.4313888549805 "S FK LITTLE R AT HWY 68 BY-PASS AT HOPKINSVILLEKY"
"2946" "03437480" 11879856 "HLHK2" 13 15 17 19 NA "1760" "2700" "5220" "14200" NA 36.8483543395996 -87.3550109863281 "S FK LITTLE RIVER AT HWY 68/80 NR HOPKINSVILLE KY"
"2947" "05599490" 13786642 "MURI2" 20 22 28 36 40.47 "6799.3" "8099.3" "13759.3" "29059.3" 37700 37.7626190185547 -89.3243713378906 "BIG MUDDY RIVER AT RTE 127 AT MURPHYSBORO IL"
"2948" "03378500" 10382125 "NHRI3" 10 15 20 23 27.7 "44000" "73100" "143000" "260000" 624297.474507799 38.1307754516602 -87.9432220458984 "WABASH RIVER AT NEW HARMONY IN"
"2949" "07037500" 734307 "PAZM7" 10 16 25 32 35.77 "4730" "15800" "46600" "87900" 155000 37.1925201416016 -90.5000228881836 "ST. FRANCIS RIVER NEAR PATTERSON MO"
"2950" "05597000" 13786604 "PLMI2" 18 20 25 34 34.67 "2800" "4300" "9370" "18532.1204693942" 42900 37.8883056640625 -89.0496292114258 "BIG MUDDY RIVER AT PLUMFIELD IL"
"2951" "03376500" 18440574 "PNTI3" 16 18 20 23 24.89 "2990" "3750" "5070" "10100" 15732 38.3913116455078 -87.5498504638672 "PATOKA RIVER NEAR PRINCETON IN"
"2952" "07063000" 7671958 "PPBM7" 12 16 19 21 22.15 "4940" "7200" "14400" "23700" 81148 36.732105255127 -90.3435821533203 "BLACK RIVER AT POPLAR BLUFF MO"
"2953" "03316500" 11628855 "PRDK2" 378 380 386 400 403.65 "25505" "30206" "45209" "96923" 107000 37.2670440673828 -86.9797439575195 "GREEN RIVER AT PARADISE KY"
"2954" "03381700" 11866736 "SHNI2" 30 33 43 53 65.64 "360910" "419858" "609016" "959542" 1964543.3 37.6898345947266 -88.1334075927734 "OHIO RIVER AT OLD SHAWNEETOWN IL-KY"
"2955" "07022000" 5092616 "THBI2" 30 33 37 42 47.74 "425000" "506000" "630000" "796000" 1111594 37.220287322998 -89.4666595458984 "MISSISSIPPI RIVER AT THEBES IL"
"2956" "07067000" 7524421 "VNBM7" 10 20 23 27 29 "14866" "53771" "70124" "95276" 109490.09 36.991340637207 -91.0127792358398 "CURRENT RIVER AT VAN BUREN MO"
"2957" "03380500" 10423588 "WYNI2" 13 15 17 20 26.68 "5050" "6750" "8380" "11300" 51000 38.3530464172363 -88.5734939575195 "SKILLET FORK AT WAYNE CITY IL"
"2958" "03070260" 3775649 "ABRW2" 24 27 30 32 NA "34300" "48900" "73196.1579627115" "106868.18886551" NA 39.4915199279785 -79.6431579589844 "CHEAT RIVER AT ALBRIGHT WV"
"2959" "03107500" 19464254 "BEAP1" 12 15 17 19 17.4 "47355.6" "91977" "183157.806419942" "295817.723205164" 103000 40.7636260986328 -80.3164291381836 "BEAVER RIVER AT BEAVER FALLS PA"
"2960" "03111548" 19452479 "BLOO1" 4.7 6 12 NA 12.54 "1710" "2050" "7810" NA 8500 40.0662612915039 -80.8190994262695 "WHEELING CREEK BELOW BLAINE OH"
"2961" "03085500" 3823985 "CARP1" 14 20 21 23 25.05 "10980" "17759" "19159" "22445" 25000 40.4013710021973 -80.0915603637695 "CHARTIERS CREEK AT CARNEGIE PA"
"2962" "03142000" 15371560 "CDIO1" 10.8 15 18 20 26.92 "2313.3" "3770.6" "4950.5" "5801.9" 10900 40.025936126709 -81.60302734375 "WILLS CREEK AT CAMBRIDGE OH"
"2963" "03082500" 3806299 "CLLP1" 9 12 16 18 21.96 "15802" "27003" "48005" "60707" 103000 40.0210266113281 -79.5960235595703 "YOUGHIOGHENY RIVER AT CONNELLSVILLE PA"
"2964" "03029500" 6877193 "COKP1" 10.5 13 15 17 18.84 "12171" "18600" "24600" "42000" 53300 41.3168296813965 -79.2073135375977 "CLARION RIVER AT COOKSBURG PA"
"2965" "03140500" 15379381 "CSHO1" 13 15 18 20 21.98 "15100" "15100" "31800" "39600" 78700 40.2579879760742 -81.8707122802734 "MUSKINGUM RIVER NEAR COSHOCTON OH"
"2966" "03062500" 3768536 "DCKW2" 4 5 6 7 NA "1250" "1800" "2450" "3150" NA 39.6279335021973 -79.9482574462891 "DECKERS CREEK AT MORGANTOWN WV"
"2967" "03111500" 19453023 "DONO1" 7.1 9 12 15 12.27 "2380" "3850" "7600" "14537.179447579" 8200 40.1922760009766 -80.7349319458008 "SHORT CREEK NEAR DILLONVALE OH"
"2968" "03144500" 15380191 "DREO1" NA 20 23 26 NA NA "37800" "50000" "64900" NA 40.1117134094238 -82.001953125 "MUSKINGUM RIVER AT DRESDEN OH"
"2969" "03086000" 3821223 "DSHP1" 19.4 25 29 32 42.8 "132980" "236975" "297630" "347782" 554000 40.544994354248 -80.1988525390625 "OHIO RIVER AT SEWICKLEY PA"
"2970" "03075070" 3785895 "ELZP1" 16.5 20 23 26 32.5 "45197.3" "80202.7" "106016.8" "132027.6" 197288.015507194 40.2621192932129 -79.9042587280273 "MONONGAHELA RIVER AT ELIZABETH PA"
"2971" "03049800" 11049744 "ETNP1" NA 9 12 14 NA NA "4850" "18873.3969280868" "57307.2950267571" NA 40.5231094360352 -79.9353485107422 "LITTLE PINE CREEK NEAR ETNA PA"
"2972" "03025500" 10222194 "FRKP1" 13 17 19 21 26 "57120" "92608.8" "113009" "135031.4" 207361.29717615 41.3761100769043 -79.8169097900391 "ALLEGHENY RIVER AT FRANKLIN PA"
"2973" "03042500" 4752366 "GRCP1" 7.1 9 19 22 18.65 "2934" "4890" "36400" "57102.7412016508" 32000 40.5173187255859 -79.167106628418 "TWO LICK CREEK AT GRACETON PA"
"2974" "03072655" 3788105 "GYLP1" 15 21 25 27 36 "31000" "97400" "155000" "203392.721504461" 1572839.75587922 39.8187103271484 -79.9214096069336 "MONONGAHELA RIVER NEAR MASONTOWN PA"
"2975" "03065000" 3775187 "HENW2" 12 14 18 20 NA "29000" "39800" "70100" "91000" NA 39.0699691772461 -79.6150512695312 "DRY FORK AT HENDRICKS WV"
"2976" "03038000" 4741899 "IDAP1" 9 12.5 NA NA 19.33 "4560" "7760" NA NA 26600 40.6545639038086 -79.3402633666992 "CROOKED CREEK AT IDAHO PA"
"2977" "03073000" 3789647 "JFRP1" 13.5 17 21 23 NA "6480" "10800" "21466.447380762" "33839.8500522012" NA 39.9214401245117 -80.0720062255859 "SOUTH FORK TENMILE CREEK AT JEFFERSON PA"
"2978" "03042000" 4754050 "JOSP1" 12.4 16.5 NA NA NA "20820" "100377.015842569" NA NA NA 40.4752769470215 -79.1864700317383 "BLACKLICK CREEK AT JOSEPHINE PA"
"2979" "03045000" 4582480 "KINP1" 13 17 18 20 15.8 "15802" "38470.9235904278" "46699.0627143986" "66752.8117359778" 29964 40.2917137145996 -79.3473587036133 "LOYALHANNA CREEK AT KINGSTON PA"
"2980" "03036500" 4742165 "KTTP1" 17 21 22 23 30.7 "84250" "148017" "162019" "176020" 500883.650857365 40.8354263305664 -79.5309371948242 "ALLEGHENY RIVER AT KITTANNING PA"
"2981" "03108000" 3820883 "MFFP1" 10.4 13 NA NA 14.29 "10620" "17500.8" NA NA 21200 40.6252479553223 -80.3417510986328 "RACCOON CREEK AT MOFFATTS MILL PA"
"2982" "03049500" 11049994 "NATP1" 17.2 21 24 26 32.1 "87817" "154018" "209024" "271585.168482496" 365000 40.6235618591309 -79.7064056396484 "ALLEGHENY RIVER AT NATRONA PA"
"2983" "03129000" 19392918 "NCTO1" 8 11 13 19 21.5 "10783" "16678" "21676" "36986.0222636392" 83000 40.2623825073242 -81.6205291748047 "TUSCARAWAS RIVER AT NEWCOMERSTOWN OH"
"2984" "03124800" 19392708 "NWPO1" 4.1 7.5 9 11 NA "4419" "9200" "13601" "21305" NA 40.4852027893066 -81.4408950805664 "TUSCARAWAS RIVER AT NEW PHILADELPHIA OH"
"2985" "03081500" 3808977 "OPLP1" 10 20 22 25 NA "13400" "49445.7163511876" "56900.8244063789" "68694.2430310668" NA 39.8707656860352 -79.491455078125 "YOUGHIOGHENY RIVER AT OHIOPYLE PA"
"2986" "03031500" 4745955 "PARP1" 13.9 20 23 26 29.6 "76196" "126402" "154612" "188155" 226132.376721267 41.0964279174805 -79.6788024902344 "ALLEGHENY RIVER AT PARKER PA"
"2987" "03106300" 10926383 "PRVP1" 4.6 6 8 9 NA "287" "479" "1172.05463697349" "2609.6204783852" NA 40.9628067016602 -80.1282958984375 "MUDDY CREEK NEAR PORTERSVILLE PA"
"2988" "03069500" 3775993 "PSNW2" 12.9 16 18 20 24.3 "31215" "52006" "69008" "92011" 100641.564897223 39.1272277832031 -79.6869964599609 "CHEAT RIVER NEAR PARSONS WV"
"2989" "03070500" 3773681 "ROCW2" 14.4 17.5 20 25 NA "12540" "24309" "35356" "97603.0777578809" NA 39.622314453125 -79.7101211547852 "BIG SANDY CREEK AT ROCKVILLE WV"
"2990" "03020500" 10222114 "ROSP1" NA 11 13 15 NA NA "15301.3" "27381.7050858598" "44003.7209236215" NA 41.4743766784668 -79.6933746337891 "OIL CREEK AT ROUSEVILLE PA"
