"site_no","site_name","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","alt_va","contrib_drain_area_va","huc2","huc4","huc6","huc8","rfc"
"06355500","NORTH FORK GRAND R NEAR WHITE BUTTE,SD","ST",45.80222,-102.3623795,"NAD83",2296,1200,"10","1013","101303","10130301","MBRFC"
"06356500","SOUTH FORK GRAND R NEAR CASH,SD","ST",45.6486883,-102.6433259,"NAD83",2422.75,1306,"10","1013","101303","10130302","MBRFC"
"06357800","GRAND R AT LITTLE EAGLE,SD","ST",45.65777405,-100.8181933,"NAD83",1624.63,5316,"10","1013","101303","10130303","MBRFC"
"06359500","MOREAU R NEAR FAITH,SD","ST",45.19775826,-102.1565472,"NAD83",2238.68,2592,"10","1013","101303","10130306","MBRFC"
"06360500","MOREAU R NEAR WHITEHORSE,SD","ST",45.2558171,-100.8429214,"NAD83",1661.48,4872,"10","1013","101303","10130306","MBRFC"
"06386500","CHEYENNE RIVER NEAR SPENCER, WY","ST",43.4209952,-104.1319162,"NAD83",3626,5322,"10","1012","101201","10120106","MBRFC"
"06392900","BEAVER CREEK AT MALLO CAMP, NEAR FOUR CORNERS, WY","ST",44.08498109,-104.060489,"NAD83",6030,10.2,"10","1012","101201","10120107","MBRFC"
"06392950","STOCKADE BEAVER CREEK NEAR NEWCASTLE, WY","ST",43.85886727,-104.107158,"NAD83",4460,110,"10","1012","101201","10120107","MBRFC"
"06395000","CHEYENNE R AT EDGEMONT,SD","ST",43.3055286,-103.8210312,"NAD83",3414.56,7170,"10","1012","101201","10120106","MBRFC"
"06400000","HAT CR NEAR EDGEMONT,SD","ST",43.2399736,-103.5882519,"NAD83",3295.71,956,"10","1012","101201","10120108","MBRFC"
"06400875","HORSEHEAD CR AT OELRICHS,SD","ST",43.18803166,-103.2265866,"NAD83",3320,188,"10","1012","101201","10120106","MBRFC"
"06401500","CHEYENNE R BELOW ANGOSTURA DAM,SD","ST",43.34497757,-103.4371412,"NAD83",3058.02,9092,"10","1012","101201","10120109","MBRFC"
"06402000","FALL R AT HOT SPRINGS,SD","ST",43.43053476,-103.4763069,"NAD83",3413.2,136,"10","1012","101201","10120109","MBRFC"
"06402430","BEAVER CREEK NEAR PRINGLE, SD","ST",43.58137177,-103.4765835,"NAD83",4180,45.6,"10","1012","101201","10120109","MBRFC"
"06402500","BEAVER CR NEAR BUFFALO GAP,SD","ST",43.4666495,-103.3060308,"NAD83",3150,127,"10","1012","101201","10120109","MBRFC"
"06402600","CHEYENNE R NEAR BUFFALO GAP SD","ST",43.5019636,-103.0744103,"NAD83",2811.45,9788,"10","1012","101201","10120109","MBRFC"
"06403300","FRENCH CR ABOVE FAIRBURN SD","ST",43.7172105,-103.3679713,"NAD83",3850,105,"10","1012","101201","10120109","MBRFC"
"06403700","CHEYENNE RIVER AT RED SHIRT, SD","ST",43.6724058,-102.8921298,"NAD83",2670,10254,"10","1012","101201","10120109","MBRFC"
"06404000","BATTLE CR NEAR KEYSTONE,SD","ST",43.87164727,-103.3363029,"NAD83",3800,58.5,"10","1012","101201","10120109","MBRFC"
"06404998","GRACE COOLIDGE CR NR GAME LODGE NR CUSTER,SD","ST",43.76110028,-103.3640816,"NAD83",4100,26.8,"10","1012","101201","10120109","MBRFC"
"06406000","BATTLE CR AT HERMOSA,SD","ST",43.82804586,-103.1960211,"NAD83",3290,169,"10","1012","101201","10120109","MBRFC"
"06406500","BATTLE CR BELOW HERMOSA,SD","ST",43.72543145,-102.9061231,"NAD83",2810,284,"10","1012","101201","10120109","MBRFC"
"06407500","SPRING CR NEAR KEYSTONE,SD","ST",43.97871038,-103.3460469,"NAD83",3885,163,"10","1012","101201","10120109","MBRFC"
"06408650","CHEYENNE RIVER NEAR SCENIC, SD","ST",43.8980449,-102.6440611,"NAD83",2455,11204,"10","1012","101201","10120109","MBRFC"
"06408700","RHOADS FORK NEAR ROCHFORD,SD","ST",44.13387149,-103.8615912,"NAD83",5965,7.84,"10","1012","101201","10120110","MBRFC"
"06409000","CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY,SD","ST",44.01359238,-103.8304784,"NAD83",5920,79.1,"10","1012","101201","10120110","MBRFC"
"06410000","CASTLE CR BELOW DEERFIELD DAM SD","ST",44.02914848,-103.7818652,"NAD83",5784.52,92.2,"10","1012","101201","10120110","MBRFC"
"06410500","RAPID CR ABOVE PACTOLA RES AT SILVER CITY,  SD","ST",44.08470785,-103.5804702,"NAD83",4620,293,"10","1012","101201","10120110","MBRFC"
"06411500","RAPID CR BELOW PACTOLA DAM,SD","ST",44.07665378,-103.482134,"NAD83",4406,321,"10","1012","101201","10120110","MBRFC"
"06412500","RAPID CR ABOVE CANYON LAKE NEAR RAPID CITY,SD","ST",44.05276555,-103.3118507,"NAD83",3398.17,374,"10","1012","101201","10120110","MBRFC"
"06412810","CLEGHORN SPRINGS AT RAPID CITY, SD","ST",44.05887667,-103.2974058,"NAD83",3369.1,NA,"10","1012","101201","10120110","MBRFC"
"06414000","RAPID CR AT RAPID CITY,SD","ST",44.08551554,-103.241843,"NAD83",3230.14,413,"10","1012","101201","10120110","MBRFC"
"06418900","RAPID CR BL SEWAGE TREATMENT PL NR RAPID CITY, SD","ST",44.0236549,-103.095844,"NAD83",3000,456,"10","1012","101201","10120110","MBRFC"
"06421500","RAPID CR NEAR FARMINGDALE,SD","ST",43.94210239,-102.8539247,"NAD83",2700,603,"10","1012","101201","10120110","MBRFC"
"06422500","BOXELDER CR NEAR NEMO,SD","ST",44.1443339,-103.4545385,"NAD83",4320.27,94.2,"10","1012","101201","10120111","MBRFC"
"06423500"," CHEYENNE RIVER NEAR WASTA,SD","ST",44.08109849,-102.4012746,"NAD83",2260.78,12674,"10","1012","101201","10120111","MBRFC"
"06424000","ELK CR NEAR ROUBAIX,SD","ST",44.2947073,-103.5968592,"NAD83",4881,21.5,"10","1012","101201","10120111","MBRFC"
"06425100","ELK CR NR RAPID CITY,SD","ST",44.2402646,-103.1512907,"NAD83",2950,211,"10","1012","101201","10120111","MBRFC"
"06425500","ELK CR NEAR ELM SPRINGS,SD","ST",44.24831768,-102.5032217,"NAD83",2304.49,548,"10","1012","101201","10120111","MBRFC"
"06425720","BELLE FOURCHE R BL RATTLESNAKE C, NR PINEY, WY","ST",43.98442105,-105.388325,"NAD83",4535,NA,"10","1012","101202","10120201","MBRFC"
"06426130","DONKEY CREEK NEAR GILLETTE, WY","ST",44.26664698,-105.4386063,"NAD83",4460,NA,"10","1012","101202","10120201","MBRFC"
"06426160","STONEPILE CREEK AT MOUTH, NEAR GILLETTE, WY","ST",44.26775809,-105.4386063,"NAD83",4460,NA,"10","1012","101202","10120201","MBRFC"
"06426500","BELLE FOURCHE RIVER BELOW MOORCROFT, WY","ST",44.32192645,-104.9405313,"NAD83",4110,NA,"10","1012","101202","10120201","MBRFC"
"06428200","BELLE FOURCHE RIVER NEAR ALVA, WY","ST",44.78942919,-104.481344,"NAD83",3600,NA,"10","1012","101202","10120201","MBRFC"
"06428500","BELLE FOURCHE R AT WY-SD STATE LINE","ST",44.74887406,-104.0516018,"NAD83",3095.7,3226,"10","1012","101202","10120202","MBRFC"
"06429500","COLD SPRINGS CREEK AT BUCKHORN, WY","ST",44.153871,-104.07799,"NAD83",6090,22.4,"10","1012","101202","10120203","MBRFC"
"06429905","SAND CREEK NEAR RANCH A, NEAR BEULAH, WY","ST",44.52026325,-104.0838239,"NAD83",3570,274,"10","1012","101202","10120203","MBRFC"
"06429997","MURRAY DITCH AB HEADGATE AT WY-SD STATE LINE","ST",44.5763739,-104.0560453,"NAD83",3440,NA,"10","1012","101202","10120203","MBRFC"
"06430500","REDWATER CR AT WY-SD STATE LINE","ST",44.5719044,-104.0535508,"NAD83",3410,479,"10","1012","101202","10120203","MBRFC"
"06430532","CROW CREEK NEAR BEULAH, WY","ST",44.5705398,-104.0057655,"NAD83",3360,40.7,"10","1012","101202","10120203","MBRFC"
"06430770","SPEARFISH CREEK NEAR LEAD, SD","ST",44.29921736,-103.8681641,"NAD83",5310,64.8,"10","1012","101202","10120203","MBRFC"
"06430800","ANNIE CREEK NEAR LEAD, SD","ST",44.32749778,-103.894532,"NAD83",5125,3.72,"10","1012","101202","10120203","MBRFC"
"06430850","LITTLE SPEARFISH CREEK NEAR LEAD, SD","ST",44.3496865,-103.9359118,"NAD83",5020,27.8,"10","1012","101202","10120203","MBRFC"
"06431500","SPEARFISH CR AT SPEARFISH,SD","ST",44.48248388,-103.861592,"NAD83",3640,165,"10","1012","101202","10120203","MBRFC"
"06433000","REDWATER RIVER ABOVE BELLE FOURCHE,SD","ST",44.66720665,-103.8393696,"NAD83",3000,927,"10","1012","101202","10120203","MBRFC"
"06434505","INLET CANAL ABOVE BELLE FOURCHE RESERVOIR,SD","ST",44.70092898,-103.7327817,"NAD83",2980,NA,"10","1012","101202","10120202","MBRFC"
"06436000","BELLE FOURCHE R NEAR FRUITDALE,SD","ST",44.6908178,-103.7376985,"NAD83",2925,4494,"10","1012","101202","10120202","MBRFC"
"06436165","DEADWOOD CREEK AT CENTRAL CITY, SD","ST",44.36859538,-103.765754,"NAD83",4870,4.82,"10","1012","101202","10120202","MBRFC"
"06436180","WHITEWOOD CR ABOVE WHITEWOOD,SD","ST",44.4422065,-103.6293606,"NAD83",3680,56.5,"10","1012","101202","10120202","MBRFC"
"06436190","WHITEWOOD CREEK NEAR WHITEWOOD,SD","ST",44.54175655,-103.5719867,"NAD83",3175,77.3,"10","1012","101202","10120202","MBRFC"
"06436198","WHITEWOOD CR ABOVE VALE,SD","ST",44.617485,-103.4807452,"NAD83",2840,102,"10","1012","101202","10120202","MBRFC"
"06437000","BELLE FOURCHE R NEAR STURGIS,SD","ST",44.5130418,-103.1368464,"NAD83",2526.13,5792,"10","1012","101202","10120202","MBRFC"
"06437020","BEAR BUTTE CREEK NEAR DEADWOOD, SD","ST",44.3355403,-103.6354716,"NAD83",4750,15.7,"10","1012","101202","10120202","MBRFC"
"06438000"," BELLE FOURCHE RIVER NEAR ELM SPRINGS,SD","ST",44.369989,-102.5665256,"NAD83",2167.6,6997,"10","1012","101202","10120202","MBRFC"
"06438500","CHEYENNE R NEAR PLAINVIEW,SD","ST",44.5294304,-101.9301531,"NAD83",1848.76,21340,"10","1012","101201","10120112","MBRFC"
"06440200","SOUTH FORK BAD R NEAR COTTONWOOD,SD","ST",43.9690175,-101.767229,"NAD83",2242.96,257,"10","1014","101401","10140102","MBRFC"
"06441500","BAD R NEAR FORT PIERRE,SD","ST",44.32664897,-100.3843003,"NAD83",1427.83,3147,"10","1014","101401","10140102","MBRFC"
"06445685","WHITE R NR NE-SD STATE LINE","ST",43.013036,-102.8357327,"NAD83",3030,1367,"10","1014","101402","10140201","MBRFC"
"06446000","WHITE R NEAR OGLALA SD","ST",43.25484357,-102.8273511,"NAD83",2853.54,2156,"10","1014","101402","10140201","MBRFC"
"06446500","WHITE R NEAR INTERIOR,SD","ST",43.69388346,-101.9326516,"NAD83",2300,4094,"10","1014","101402","10140202","MBRFC"
"06446700","BEAR IN THE LODGE CR NEAR WANBLEE,SD","ST",43.53666558,-101.7985923,"NAD83",2500,423,"10","1014","101402","10140202","MBRFC"
"06447000","WHITE R NEAR KADOKA,SD","ST",43.7524949,-101.5248665,"NAD83",2122.18,4953,"10","1014","101402","10140202","MBRFC"
"06447230","BLACK PIPE CREEK NR BELVIDERE, SD","ST",43.75527266,-101.2279205,"NAD83",2060,273,"10","1014","101402","10140202","MBRFC"
"06447450","WHITE RIVER NEAR WHITE RIVER, SD","ST",43.71304839,-100.6850534,"NAD83",1770,6202,"10","1014","101402","10140202","MBRFC"
"06447500","LITTLE WHITE R NEAR MARTIN,SD","ST",43.1669155,-101.6327322,"NAD83",3045,299,"10","1014","101402","10140203","MBRFC"
"06448000","LAKE CR ABOVE REFUGE NEAR TUTHILL,SD","ST",43.08711217,-101.60387,"NAD83",3090,57,"10","1014","101402","10140203","MBRFC"
"06449000","LAKE CR BELOW REFUGE NEAR TUTHILL,SD","ST",43.1459166,-101.5128713,"NAD83",3055,121,"10","1014","101402","10140203","MBRFC"
"06449100","LITTLE WHITE R NEAR VETAL,SD","ST",43.10069918,-101.232234,"NAD83",2780.69,571,"10","1014","101402","10140203","MBRFC"
"06449500","LITTLE WHITE R NEAR ROSEBUD SD","ST",43.3255586,-100.8837556,"NAD83",2294.99,979,"10","1014","101402","10140203","MBRFC"
"06450500","LITTLE WHITE R BELOW WHITE RIVER,SD","ST",43.60138549,-100.7498608,"NAD83",1912.78,1495,"10","1014","101402","10140203","MBRFC"
"06452000","WHITE R NEAR OACOMA,SD","ST",43.74832745,-99.5564948,"NAD83",1377.29,9855,"10","1014","101402","10140204","MBRFC"
"06452320","PLATTE CREEK NEAR PLATTE, SD","ST",43.3272192,-98.9706446,"NAD83",1370,747,"10","1014","101401","10140101","MBRFC"
"06453600","Ponca Creek at Verdel, Nebr.","ST",42.8111111,-98.1758333,"NAD83",1232.92,NA,"10","1015","101500","10150001","MBRFC"
"06461500","Niobrara River near Sparks, Nebr.","ST",42.9022222,-100.3622222,"NAD83",2287.57,NA,"10","1015","101500","10150004","MBRFC"
"06463500","Long Pine Creek near Riverview, Nebr.","ST",42.68944444,-99.6788889,"NAD83",1981.34,NA,"10","1015","101500","10150004","MBRFC"
"06463670","Willow Creek at Atwood Rd nr Carns, Nebr.","ST",42.7172222,-99.4147222,"NAD83",2090,NA,"10","1015","101500","10150004","MBRFC"
"06463720","Niobrara River at Mariaville, Nebr.","ST",42.78055556,-99.3397222,"NAD83",1797,NA,"10","1015","101500","10150004","MBRFC"
"06464100","KEYA PAHA R NEAR KEYAPAHA,SD","ST",43.12917164,-100.1070671,"NAD83",2230,532,"10","1015","101500","10150006","MBRFC"
"06464500","KEYA PAHA R AT WEWELA,SD","ST",43.0270872,-99.780921,"NAD83",2049.78,1121,"10","1015","101500","10150006","MBRFC"
"06465500","Niobrara River near Verdel, Nebr.","ST",42.7397222,-98.2227778,"NAD83",1312.12,NA,"10","1015","101500","10150007","MBRFC"
"06465700","Verdigre Creek near Verdigre, Nebr.","ST",42.65444444,-98.0433333,"NAD83",1290,NA,"10","1015","101500","10150007","MBRFC"
"06466400","Bazile Creek at Center, Nebr.","ST",42.61638889,-97.8780556,"NAD83",1380,NA,"10","1017","101701","10170101","MBRFC"
"06466500","Bazile Creek near Niobrara, Nebr.","ST",42.7322222,-97.9225,"NAD83",1243.32,NA,"10","1017","101701","10170101","MBRFC"
"06468170","JAMES RIVER NR GRACE CITY, ND","ST",47.5580525,-98.862885,"NAD83",1457.6,410,"10","1016","101600","10160001","MBRFC"
"06468250","JAMES RIVER ABOVE ARROWWOOD LAKE NR KENSAL, ND","ST",47.3997189,-98.7976057,"NAD83",1440,450,"10","1016","101600","10160001","MBRFC"
"06469400","PIPESTEM CREEK NR PINGREE, ND","ST",47.1674948,-98.9689998,"NAD83",1500.63,260,"10","1016","101600","10160002","MBRFC"
"06470000","JAMES RIVER AT JAMESTOWN, ND","ST",46.8897222,-98.6816667,"NAD83",1373.27,1170,"10","1016","101600","10160003","MBRFC"
"06470500","JAMES RIVER AT LAMOURE, ND","ST",46.35552489,-98.3045433,"NAD83",1290,1790,"10","1016","101600","10160003","MBRFC"
"06470800","BEAR CREEK NR OAKES, ND","ST",46.2252439,-98.0717676,"NAD83",1291.3,102,"10","1016","101600","10160003","MBRFC"
"06470878","JAMES RIVER AT ND-SD STATE LINE","ST",45.9363579,-98.1742692,"NAD83",1200,2180,"10","1016","101600","10160003","MBRFC"
"06471000","JAMES R AT COLUMBIA,SD","ST",45.6035795,-98.3103756,"NAD83",1272.91,4965,"10","1016","101600","10160003","MBRFC"
"06471200","MAPLE R AT ND-SD STATE LINE","ST",45.93886156,-98.4526004,"NAD83",1365,485,"10","1016","101600","10160004","MBRFC"
"06471500","ELM R AT WESTPORT,SD","ST",45.6560866,-98.4970402,"NAD83",1309.3,1210,"10","1016","101600","10160004","MBRFC"
"06471800","FOOT CREEK NEAR ABERDEEN, SD","ST",45.51919906,-98.577541,"NAD83",1318.17,150,"10","1016","101600","10160003","MBRFC"
"06472000","JAMES R NEAR STRATFORD,SD","ST",45.24163936,-98.3914819,"NAD83",1254.29,7653,"10","1016","101600","10160003","MBRFC"
"06473000","JAMES R AT ASHTON,SD","ST",44.99830768,-98.480927,"NAD83",1244.4,8333,"10","1016","101600","10160006","MBRFC"
"06475000","JAMES R NEAR REDFIELD,SD","ST",44.91053097,-98.4720386,"NAD83",1239.5,11879,"10","1016","101600","10160006","MBRFC"
"06476000","JAMES R AT HURON,SD","ST",44.36359475,-98.199257,"NAD83",1223.44,13795,"10","1016","101600","10160006","MBRFC"
"06477000","JAMES R NEAR FORESTBURG,SD","ST",43.9738721,-98.070916,"NAD83",1208.34,15562,"10","1016","101600","10160011","MBRFC"
"06477500","FIRESTEEL CR NEAR MOUNT VERNON,SD","ST",43.77640219,-98.2456658,"NAD83",1297.22,588,"10","1016","101600","10160011","MBRFC"
"06478000","JAMES R NEAR MITCHELL,SD","ST",43.65887165,-97.9192403,"NAD83",1193.48,17037,"10","1016","101600","10160011","MBRFC"
"06478500","JAMES R NEAR SCOTLAND,SD","ST",43.1858255,-97.635622,"NAD83",1168.02,18616,"10","1016","101600","10160011","MBRFC"
"06478513","JAMES RIVER NR YANKTON SD","ST",42.9958297,-97.3697806,"NAD83",1153.38,18906,"10","1016","101600","10160011","MBRFC"
"06478522","Bow Creek near Wynot, Nebr.","ST",42.76527778,-97.1725667,"NAD83",1165,NA,"10","1017","101701","10170101","MBRFC"
"06478600","EAST FORK VERMILLION RIVER NEAR PARKER, SD","ST",43.44525895,-97.1097788,"NAD83",1320,446,"10","1017","101701","10170102","MBRFC"
"06478690","WEST FORK VERMILLION R NEAR PARKER,SD","ST",43.41562216,-97.2051972,"NAD83",1340,378,"10","1017","101701","10170102","MBRFC"
"06479010","VERMILLION RIVER NR VERMILLION,SD","ST",42.8172187,-96.9242106,"NAD83",1121.65,1776,"10","1017","101701","10170102","MBRFC"
"06479215","BIG SIOUX RIVER NR FLORENCE,SD","ST",45.18079549,-97.1861904,"NAD83",1780.57,68.3,"10","1017","101702","10170202","MBRFC"
"06479438","BIG SIOUX R NEAR WATERTOWN,SD","ST",45.0060753,-97.1650756,"NAD83",1726.66,230,"10","1017","101702","10170202","MBRFC"
"06479500","BIG SIOUX R AT WATERTOWN,SD","ST",44.94246436,-97.1461856,"NAD83",1711.41,357,"10","1017","101702","10170202","MBRFC"
"06479525","BIG SIOUX R NEAR CASTLEWOOD,SD","ST",44.7315478,-97.0446518,"NAD83",1667.52,579,"10","1017","101702","10170202","MBRFC"
"06479770","BIG SIOUX RIVER NEAR BRUCE, SD","ST",44.4675224,-96.8874204,"NAD83",1620,1549,"10","1017","101702","10170202","MBRFC"
"06480000","BIG SIOUX RIVER NEAR BROOKINGS,SD","ST",44.1802473,-96.749496,"NAD83",1551.91,2469,"10","1017","101702","10170203","MBRFC"
"06480650","FLANDREAU CR ABOVE FLANDREAU SD","ST",44.06269306,-96.485626,"NAD83",1555,101,"10","1017","101702","10170203","MBRFC"
"06481000","BIG SIOUX R NEAR DELL RAPIDS,SD","ST",43.79044595,-96.7456623,"NAD83",1455.99,3057,"10","1017","101702","10170203","MBRFC"
"06481480","SKUNK CR NR CHESTER,SD","ST",43.8481959,-96.8368313,"NAD83",1557.23,250,"10","1017","101702","10170203","MBRFC"
"06481500","SKUNK CR AT SIOUX FALLS,SD","ST",43.53358676,-96.7908849,"NAD83",1400.1,606,"10","1017","101702","10170203","MBRFC"
"06482000","BIG SIOUX R AT SIOUX FALLS SD","ST",43.5010864,-96.748384,"NAD83",1392.83,3759,"10","1017","101702","10170203","MBRFC"
"06482020","BIG SIOUX R AT NORTH CLIFF AVE AT SIOUX FALLS,SD","ST",43.56700265,-96.7113274,"NAD83",1294.18,3778,"10","1017","101702","10170203","MBRFC"
"06482610","SPLIT ROCK CR AT CORSON,SD","ST",43.61636276,-96.5653227,"NAD83",1304.22,482,"10","1017","101702","10170203","MBRFC"
"06483290","Rock River below Tom Creek at Rock Rapids, IA","ST",43.4229723,-96.1648872,"NAD83",1308.57,NA,"10","1017","101702","10170204","MBRFC"
"06483500","Rock River near Rock Valley, IA","ST",43.2144259,-96.2944709,"NAD83",1222.54,NA,"10","1017","101702","10170204","MBRFC"
"06485500","BIG SIOUX R AT AKRON,IA","ST",42.83752049,-96.5619219,"NAD83",1118.9,6995,"10","1017","101702","10170203","MBRFC"
"06486000","Missouri River at Sioux City, IA","ST",42.4858276,-96.4139184,"NAD83",1056.98,NA,"10","1023","102300","10230001","MBRFC"
"06599900","Perry Creek near Millnerville, IA","ST",42.6933333,-96.3703056,"NAD83",1284.61,NA,"10","1023","102300","10230001","MBRFC"
"06600100","Floyd River at Alton, IA","ST",42.98193136,-96.0011289,"NAD83",1269.55,NA,"10","1023","102300","10230002","MBRFC"
"06600500","Floyd River at James, IA","ST",42.5766596,-96.3114156,"NAD83",1092.59,NA,"10","1023","102300","10230002","MBRFC"
"06600900","South Omaha Creek at Walthill, Nebr.","ST",42.14805556,-96.4833333,"NAD83",1183,NA,"10","1023","102300","10230001","MBRFC"
"06601000","Omaha Creek at Homer, Nebr.","ST",42.32166667,-96.4877778,"NAD83",1080.45,NA,"10","1023","102300","10230001","MBRFC"
"06601200","Missouri River at Decatur, NE","ST",42.0072101,-96.241688,"NAD83",1010,NA,"10","1023","102300","10230001","MBRFC"
"06602020","West Fork Ditch at Hornick, IA","ST",42.22693509,-96.0780716,"NAD83",1045.82,NA,"10","1023","102300","10230004","MBRFC"
"06602400","Monona-Harrison Ditch near Turin, IA","ST",41.96443228,-95.9919554,"NAD83",1015,NA,"10","1023","102300","10230004","MBRFC"
"06604440","Little Sioux River at 300th St near Spencer, IA","ST",43.21277778,-95.2391667,"NAD83",1319.11,NA,"10","1023","102300","10230003","MBRFC"
"06605000","Ocheyedan River near Spencer, IA","ST",43.1280262,-95.2108304,"NAD83",1311.66,NA,"10","1023","102300","10230003","MBRFC"
"06605850","Little Sioux River at Linn Grove, IA","ST",42.89581088,-95.2433303,"NAD83",1223.6,NA,"10","1023","102300","10230003","MBRFC"
"06606600","Little Sioux River at Correctionville, IA","ST",42.4822222,-95.7926111,"NAD83",1096.49,NA,"10","1023","102300","10230003","MBRFC"
"06607200","Maple River at Mapleton, IA","ST",42.1569338,-95.810007,"NAD83",1080.86,NA,"10","1023","102300","10230005","MBRFC"
"06607500","Little Sioux River near Turin, IA","ST",41.9644323,-95.9727884,"NAD83",1019.85,NA,"10","1023","102300","10230003","MBRFC"
"06608500","Soldier River at Pisgah, IA","ST",41.83054358,-95.9313989,"NAD83",1036.53,NA,"10","1023","102300","10230001","MBRFC"
"06609500","Boyer River at Logan, IA","ST",41.6416111,-95.7822222,"NAD83",1009.38,NA,"10","1023","102300","10230007","MBRFC"
